BALANCE,BALANCE_FREQUENCY,PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,Cluster
986.583117,0.727273,0.0,1350.155793,0.0,0.0,2
955.41412,1.0,0.0,1145.252721,0.0,0.0,2
447.808002,1.0,1593.29,0.0,1.0,0.25,1
3304.423662,1.0,0.0,1270.287892,0.0,0.0,2
1135.629139,1.0,398.64,0.0,1.0,0.0,1
933.150722,0.727273,0.0,1374.764359,0.0,0.0,2
1055.369866,0.545455,0.0,3776.644822,0.0,0.0,2
5897.491823,1.0,0.0,3318.487381,0.0,0.0,2
0.0,0.0,176.03,0.0,0.125,0.125,1
21.377711,0.636364,312.1,0.0,0.583333,0.0,1
4920.036231,1.0,1562.43,0.0,1.0,0.25,0
4071.792166,1.0,1721.66,0.0,1.0,0.5,0
1138.534442,1.0,8665.38,0.0,1.0,1.0,0
1158.67621,0.909091,1036.68,1789.779133,0.916667,0.083333,1
2093.844656,1.0,0.0,1307.898095,0.0,0.0,2
299.464702,1.0,1439.49,0.0,1.0,0.166667,1
21.928045,0.909091,190.45,49.196465,0.166667,0.166667,1
657.223335,0.857143,1151.91,442.688396,0.714286,0.285714,1
74.34204,1.0,724.52,0.0,1.0,0.083333,1
2664.700424,1.0,715.51,494.573662,0.75,0.083333,1
900.482738,1.0,0.0,77.012362,0.0,0.0,2
1146.202492,1.0,0.0,58.697369,0.0,0.0,2
9.72453,0.272727,158.34,0.0,0.333333,0.0,1
3037.608728,1.0,173.48,382.582455,0.166667,0.166667,2
25.184241,0.181818,0.0,519.538738,0.0,0.0,1
1100.941072,1.0,117.32,5573.767921,0.25,0.25,2
64.078171,0.909091,1049.0,0.0,1.0,0.0,1
1.059425,0.363636,23.91,0.0,0.333333,0.333333,1
1095.041551,1.0,1132.36,0.0,1.0,0.333333,1
234.700486,1.0,82.0,0.0,0.083333,0.083333,1
7156.345546,1.0,0.0,2506.083985,0.0,0.0,2
1435.703308,1.0,664.61,945.736707,0.666667,0.083333,1
325.024091,1.0,2251.62,141.021854,0.916667,0.666667,0
4395.237251,1.0,2514.3,0.0,1.0,0.666667,0
25.379719,0.571429,179.0,0.0,0.857143,0.0,1
400.69973,1.0,3108.01,0.0,1.0,0.0,1
3044.269636,1.0,93.31,789.697144,0.083333,0.083333,2
435.905875,0.454545,2877.09,204.935422,1.0,0.333333,1
5257.807308,1.0,2331.68,10291.12574,0.75,0.333333,2
3860.238072,1.0,11.41,0.0,0.166667,0.166667,2
1514.750841,1.0,3873.5,2306.919698,1.0,1.0,0
6509.334652,1.0,538.51,7232.069823,0.333333,0.333333,2
3338.863375,1.0,775.0,0.0,0.583333,0.166667,2
3281.958491,1.0,398.08,6694.105562,0.416667,0.0,2
5932.367808,1.0,0.0,4253.311089,0.0,0.0,2
994.367302,0.857143,0.0,4058.539188,0.0,0.0,2
5925.120611,1.0,1763.89,0.0,1.0,0.25,0
162.54754,0.909091,405.61,0.0,0.916667,0.0,1
1070.486185,1.0,818.64,0.0,1.0,0.0,1
4059.211725,1.0,0.0,4524.312762,0.0,0.0,2
8356.277203,1.0,983.24,2329.181013,0.166667,0.166667,2
929.115076,1.0,611.71,0.0,0.5,0.5,1
2159.370933,1.0,627.23,1055.558646,0.75,0.75,0
4523.499003,1.0,0.0,966.297398,0.0,0.0,2
753.703481,1.0,0.0,899.346012,0.0,0.0,2
3778.609797,1.0,878.29,0.0,0.583333,0.5,0
947.457151,1.0,1787.83,458.961661,1.0,0.083333,1
606.323282,1.0,299.9,0.0,0.25,0.25,1
73.379518,1.0,875.38,0.0,1.0,0.0,1
516.49276,1.0,380.0,1004.279993,0.333333,0.333333,1
906.107168,1.0,2354.06,0.0,1.0,0.333333,0
2220.063789,1.0,2530.12,157.109678,1.0,1.0,0
15532.33972,1.0,1168.75,3183.037625,0.916667,0.0,2
205.123752,1.0,2066.08,0.0,1.0,1.0,0
788.257316,1.0,9113.78,0.0,1.0,1.0,0
1073.370435,0.818182,824.77,1214.495468,0.666667,0.416667,1
1381.753281,1.0,0.0,648.228793,0.0,0.0,2
405.162601,0.545455,0.0,4679.312402,0.0,0.0,2
372.924756,0.909091,462.7,0.0,0.5,0.083333,1
55.681483,1.0,462.99,0.0,0.833333,0.0,1
2092.855291,1.0,1624.05,0.0,0.5,0.25,1
556.912886,1.0,0.0,972.223685,0.0,0.0,2
6.121105,0.571429,233.9,0.0,0.428571,0.428571,1
19.112841,1.0,504.2,0.0,1.0,0.0,1
7803.470739,1.0,7184.73,0.0,1.0,0.583333,0
5274.508501,1.0,324.96,1392.925291,1.0,0.0,2
1887.061349,1.0,0.0,93.437109,0.0,0.0,2
152.227891,1.0,946.0,0.0,0.75,0.25,1
1193.351573,0.875,0.0,1433.85482,0.0,0.0,2
2544.036536,1.0,0.0,107.710567,0.0,0.0,2
63.064197,1.0,1176.93,0.0,1.0,0.0,1
3.29042,0.181818,225.6,0.0,1.0,0.0,1
182.959331,1.0,847.88,0.0,0.666667,0.0,1
5082.971064,1.0,1893.89,970.708796,1.0,1.0,0
2817.403474,1.0,1878.54,1154.965664,0.5,0.333333,2
320.35306,1.0,2542.61,0.0,1.0,0.583333,0
2801.239086,0.909091,0.0,7216.489768,0.0,0.0,2
126.289657,0.909091,366.68,175.284005,0.333333,0.0,1
7985.621826,1.0,123.24,7949.596045,0.166667,0.166667,2
1084.131331,1.0,803.22,901.628291,1.0,0.0,1
5520.201751,1.0,0.0,6218.171457,0.0,0.0,2
109.594389,1.0,177.0,0.0,0.083333,0.083333,1
2416.771489,1.0,4201.13,3306.574157,1.0,0.75,0
5701.848812,1.0,1126.68,1831.160025,0.833333,0.416667,0
2866.054641,1.0,0.0,236.955668,0.0,0.0,2
1352.301367,1.0,263.04,1460.777849,0.083333,0.083333,2
495.069704,1.0,2610.3,0.0,1.0,0.416667,0
1299.93337,1.0,0.0,916.37094,0.0,0.0,2
3020.900667,1.0,0.0,3417.227455,0.0,0.0,2
608.752081,1.0,5446.88,0.0,0.916667,0.25,0
4587.892398,1.0,140.6,953.934018,0.083333,0.083333,2
4005.344926,1.0,9134.26,0.0,1.0,0.25,0
534.75165,0.545455,3044.6,684.269093,0.166667,0.166667,1
34.387537,1.0,153.18,0.0,0.416667,0.083333,1
11964.83264,1.0,1175.35,2271.555171,0.75,0.583333,2
1553.505165,1.0,522.0,0.0,1.0,0.0,1
10.106017,0.727273,1160.66,0.0,1.0,0.083333,1
397.003171,1.0,3042.08,0.0,1.0,1.0,0
611.561026,1.0,765.0,0.0,0.125,0.125,1
4840.545574,1.0,1595.93,4359.32575,0.454545,0.454545,2
0.0,0.0,313.89,0.0,0.916667,0.0,1
1176.992085,1.0,890.0,0.0,0.583333,0.083333,1
47.107274,0.818182,2226.06,0.0,1.0,0.0,1
289.529643,0.272727,110.0,1134.891542,0.083333,0.083333,1
2689.040221,1.0,0.0,2928.671045,0.0,0.0,2
14.871714,0.545455,62.7,0.0,0.083333,0.083333,1
35.360897,1.0,587.34,0.0,1.0,0.0,1
1902.665938,1.0,4666.51,4120.44084,0.916667,0.833333,0
17.026818,1.0,453.24,0.0,1.0,0.0,1
229.540732,1.0,694.91,0.0,0.916667,0.166667,1
186.706199,1.0,868.0,0.0,0.5,0.0,1
1264.152747,1.0,2358.28,144.017573,1.0,0.5,0
160.15008,1.0,1639.97,0.0,1.0,1.0,0
12856.15251,1.0,775.42,7362.379262,0.416667,0.25,2
3034.686119,1.0,0.0,370.098258,0.0,0.0,2
2537.257188,1.0,0.0,557.526465,0.0,0.0,2
2376.483239,1.0,858.5,356.570057,0.333333,0.333333,2
3625.207579,1.0,0.0,1274.199991,0.0,0.0,2
3904.008546,1.0,600.0,1433.189324,0.5,0.0,2
59.263479,0.181818,300.68,0.0,0.090909,0.0,1
1114.56327,0.727273,0.0,298.659126,0.0,0.0,1
1128.717636,1.0,55.69,56.453676,0.083333,0.083333,2
451.905949,1.0,4468.71,0.0,1.0,1.0,0
6074.986862,1.0,1000.0,4360.872498,0.083333,0.083333,2
3490.186741,1.0,816.0,0.0,0.583333,0.25,2
1368.99507,1.0,521.31,0.0,1.0,0.083333,1
60.52124,0.8,469.0,0.0,0.6,0.0,1
1961.322415,1.0,476.16,0.0,1.0,0.0,1
4153.477506,1.0,561.25,1222.725542,0.333333,0.083333,2
22.523964,0.428571,346.3,0.0,1.0,0.0,1
7593.590618,1.0,0.0,3843.962731,0.0,0.0,2
46.054436,1.0,812.97,0.0,1.0,0.916667,0
8771.507851,1.0,1082.98,4504.545269,1.0,0.5,0
3008.66367,1.0,1137.62,3116.44095,0.75,0.416667,0
215.213174,1.0,2326.52,0.0,1.0,0.166667,1
96.155647,1.0,1070.73,0.0,1.0,1.0,0
1101.656754,1.0,1398.21,0.0,0.75,0.416667,0
4779.786334,1.0,1470.24,4962.936839,1.0,0.416667,0
765.880394,0.909091,0.0,1966.812413,0.0,0.0,2
4705.294706,1.0,0.0,9894.067335,0.0,0.0,2
2008.461205,1.0,0.0,2436.107429,0.0,0.0,2
2856.16815,1.0,29.5,103.141056,0.1,0.1,2
198.12512,1.0,0.0,973.656086,0.0,0.0,2
27.851354,0.636364,262.71,0.0,0.583333,0.0,1
1487.657507,1.0,4115.98,0.0,0.75,0.666667,0
10915.55075,1.0,0.0,23130.82106,0.0,0.0,2
107.944741,0.875,118.16,472.818286,0.125,0.125,1
117.777688,0.727273,853.3,0.0,0.25,0.25,1
862.481024,1.0,2267.38,282.991201,1.0,1.0,0
7.153512,0.3,104.95,0.0,0.4,0.0,1
48.242289,0.727273,470.69,0.0,0.416667,0.083333,1
490.368785,1.0,932.03,987.069944,0.416667,0.083333,1
1848.248809,1.0,307.12,0.0,0.083333,0.083333,2
1417.979193,1.0,0.0,97.106059,0.0,0.0,2
510.504804,0.727273,57.0,10239.08859,0.083333,0.083333,2
339.294514,1.0,2601.6,0.0,1.0,0.0,1
5151.912071,1.0,0.0,2873.077058,0.0,0.0,2
1203.464556,1.0,440.0,1472.061257,0.333333,0.0,2
6437.92423,1.0,716.76,2365.445125,1.0,0.083333,2
407.177714,0.909091,4236.36,0.0,0.833333,0.5,0
3929.705042,1.0,935.71,5093.44832,0.833333,0.0,2
6909.058266,1.0,473.51,1031.583943,0.583333,0.083333,2
1054.905969,1.0,885.44,0.0,0.833333,0.0,1
3664.282588,1.0,493.34,0.0,0.416667,0.083333,2
6443.077147,0.909091,2155.13,1650.039631,1.0,0.583333,0
4570.04875,1.0,888.98,1825.929322,0.416667,0.416667,2
3573.583803,0.888889,2513.46,6181.23369,0.222222,0.222222,2
96.699394,0.545455,1475.23,0.0,1.0,1.0,0
4968.771623,1.0,3441.3,0.0,1.0,0.333333,0
1031.936983,0.727273,2308.0,0.0,0.416667,0.083333,1
3.847042,0.5,182.08,0.0,1.0,0.0,1
166.258538,0.909091,1377.31,133.878836,1.0,0.083333,1
1589.449271,1.0,255.75,0.0,0.333333,0.166667,1
2305.313527,1.0,255.7,14.222216,0.545455,0.454545,1
818.310935,0.545455,1071.8,752.292181,0.333333,0.25,1
102.751154,1.0,1063.69,0.0,1.0,0.0,1
11416.64736,1.0,1347.7,0.0,0.583333,0.0,2
2008.004976,1.0,75.5,0.0,0.166667,0.166667,2
5880.218671,0.666667,0.0,10590.41113,0.0,0.0,2
5354.109275,1.0,0.0,2660.070252,0.0,0.0,2
3207.605367,0.909091,0.0,3766.7883,0.0,0.0,2
4319.531807,1.0,0.0,9085.908764,0.0,0.0,2
1343.165153,1.0,291.62,1461.717523,1.0,0.0,1
705.645246,1.0,1325.21,0.0,0.75,0.583333,0
112.01046,1.0,229.0,0.0,0.181818,0.181818,1
1978.041097,1.0,0.0,1922.461395,0.0,0.0,2
468.769607,1.0,585.68,856.77615,0.666667,0.416667,1
15.531077,0.090909,0.0,1630.319983,0.0,0.0,1
1003.058842,1.0,1627.0,0.0,0.333333,0.333333,1
220.938626,1.0,2310.61,0.0,1.0,1.0,0
5236.290986,1.0,1780.79,657.93913,1.0,0.666667,0
505.333425,0.909091,5176.62,0.0,0.666667,0.666667,0
17.896575,0.909091,265.97,0.0,1.0,0.0,1
5550.171932,1.0,1026.26,256.963408,0.583333,0.583333,0
236.507753,1.0,2692.65,0.0,1.0,1.0,0
1132.282217,1.0,0.0,68.520455,0.0,0.0,2
247.857188,0.454545,0.0,872.983058,0.0,0.0,1
3312.222433,1.0,3729.7,0.0,1.0,1.0,0
1373.252757,1.0,0.0,79.435812,0.0,0.0,2
71.542751,1.0,561.38,0.0,1.0,0.0,1
0.0,0.0,609.0,0.0,1.0,0.0,1
147.418569,0.181818,1074.0,0.0,0.083333,0.083333,1
774.645244,1.0,190.54,2467.204866,0.416667,0.0,2
727.467671,1.0,420.88,429.481253,0.416667,0.0,1
1115.208504,1.0,30.0,1484.671104,0.083333,0.083333,2
366.441008,0.636364,0.0,2838.753109,0.0,0.0,2
3891.346976,1.0,3629.8,2538.561644,1.0,0.083333,0
7442.599092,1.0,1080.0,3968.684047,0.666667,0.0,2
752.485849,0.727273,0.0,1075.239192,0.0,0.0,1
537.491488,1.0,1672.99,0.0,0.583333,0.416667,1
1890.946618,1.0,0.0,4561.090005,0.0,0.0,2
11.269672,0.636364,248.31,0.0,0.416667,0.0,1
50.006512,0.454545,701.25,0.0,0.333333,0.0,1
5115.712849,1.0,4378.8,0.0,0.833333,0.333333,0
984.724235,1.0,10243.48,0.0,1.0,0.333333,0
952.379745,1.0,481.75,0.0,0.833333,0.666667,0
160.681189,0.909091,993.5,0.0,0.333333,0.166667,1
3461.183622,1.0,200.0,108.408059,0.083333,0.083333,2
232.638142,1.0,3161.02,0.0,1.0,0.583333,0
126.134681,1.0,1197.12,0.0,1.0,1.0,0
1958.649839,0.857143,1759.46,3240.789709,0.571429,0.571429,0
24.099873,1.0,294.0,0.0,1.0,0.0,1
4424.767314,0.833333,0.0,7013.528326,0.0,0.0,2
2297.708974,1.0,0.0,797.536774,0.0,0.0,2
1667.269812,1.0,86.69,715.747319,0.083333,0.083333,2
74.254958,1.0,952.16,0.0,1.0,0.916667,0
9.526312,0.545455,92.02,0.0,0.5,0.0,1
95.853493,0.545455,796.9,0.0,0.75,0.0,1
772.206384,1.0,1319.19,1581.026455,0.666667,0.666667,0
533.163378,0.909091,0.0,930.378581,0.0,0.0,2
66.65712,1.0,585.87,0.0,1.0,1.0,0
918.401897,0.454545,0.0,3176.804663,0.0,0.0,1
1630.676858,1.0,0.0,275.166058,0.0,0.0,2
2384.257016,1.0,0.0,99.110887,0.0,0.0,2
25.706551,0.909091,133.86,0.0,0.333333,0.0,1
956.303408,0.857143,1451.5,0.0,0.571429,0.571429,0
40.627614,1.0,528.08,0.0,1.0,1.0,0
5010.879703,1.0,0.0,2181.390333,0.0,0.0,2
1822.259235,1.0,0.0,1672.653551,0.0,0.0,2
4936.913341,1.0,407.81,2790.468488,0.333333,0.25,2
93.964086,1.0,815.34,0.0,0.916667,0.25,1
512.946312,1.0,4391.87,422.496562,1.0,1.0,0
680.889818,1.0,2445.24,0.0,1.0,1.0,0
2177.338711,1.0,0.0,430.534073,0.0,0.0,2
1055.833418,1.0,351.54,0.0,1.0,0.083333,1
153.949311,0.363636,0.0,3988.242395,0.0,0.0,1
5906.184924,1.0,141.8,1651.286918,0.125,0.125,2
1061.394006,1.0,0.0,320.869981,0.0,0.0,2
8.187263,0.111111,0.0,793.848237,0.0,0.0,1
126.018616,1.0,1218.24,0.0,1.0,0.0,1
462.598215,1.0,1319.26,0.0,0.083333,0.083333,1
195.575108,1.0,2984.34,0.0,1.0,1.0,0
4759.70237,1.0,614.01,6791.261503,1.0,1.0,0
1581.742203,1.0,0.0,335.348071,0.0,0.0,2
1026.201421,1.0,0.0,244.88819,0.0,0.0,2
1585.806548,1.0,0.0,274.3843,0.0,0.0,2
645.181409,0.636364,0.0,2014.386387,0.0,0.0,1
237.861439,1.0,569.02,1431.673728,0.5,0.083333,1
297.004363,1.0,2729.0,0.0,1.0,0.083333,1
2895.765754,0.909091,2753.35,0.0,0.727273,0.090909,1
14.58126,0.272727,87.3,0.0,0.083333,0.0,1
310.795046,0.909091,0.0,2810.45573,0.0,0.0,2
3470.333673,1.0,1184.98,6370.145895,0.5,0.333333,2
989.022229,1.0,0.0,559.200528,0.0,0.0,2
2048.834742,1.0,3342.9,436.15809,1.0,0.3,0
3037.476732,0.727273,1225.79,6560.352738,1.0,0.0,2
1072.257388,1.0,0.0,39.265903,0.0,0.0,2
5097.916969,1.0,139.67,3365.390269,0.5,0.5,2
975.820862,1.0,66.72,0.0,0.333333,0.0,1
5827.830678,1.0,577.98,2191.528662,1.0,0.083333,2
7543.580736,1.0,0.0,2925.55754,0.0,0.0,2
87.802127,0.818182,803.95,0.0,0.5,0.5,1
3268.304631,1.0,340.57,2671.441618,0.583333,0.083333,2
45.295495,1.0,451.01,0.0,1.0,0.0,1
234.183227,1.0,617.3,282.667958,0.916667,0.166667,1
36.868847,1.0,360.0,0.0,0.5,0.0,1
334.1265,0.818182,0.0,1783.362859,0.0,0.0,2
193.12654,1.0,1955.98,0.0,1.0,0.0,1
443.202789,1.0,350.31,153.173663,0.25,0.0,1
23.39023,0.636364,291.7,0.0,0.583333,0.0,1
1872.934017,1.0,382.5,0.0,0.416667,0.416667,1
2490.787594,1.0,176.65,152.712134,1.0,0.25,1
3212.093869,1.0,2203.68,1076.466158,1.0,1.0,0
339.406259,1.0,14.28,0.0,0.416667,0.0,1
11077.99148,1.0,3419.92,7837.414142,0.5,0.5,2
899.195559,0.909091,921.94,5903.784384,0.916667,0.25,2
1154.410108,0.909091,0.0,2593.398852,0.0,0.0,2
846.223191,0.545455,437.6,4638.435613,0.083333,0.083333,2
597.44365,1.0,0.0,36.582227,0.0,0.0,2
4413.803457,1.0,0.0,2007.044461,0.0,0.0,2
3586.05105,1.0,141.0,1072.395255,0.5,0.083333,2
1965.755378,1.0,889.66,0.0,1.0,0.583333,0
19.897641,0.727273,375.23,0.0,0.916667,0.0,1
2740.10065,1.0,169.19,464.040014,0.083333,0.083333,2
393.700868,1.0,0.0,673.644618,0.0,0.0,2
459.134859,1.0,223.34,0.0,0.666667,0.0,1
4805.164203,1.0,0.0,949.587804,0.0,0.0,2
6668.982024,1.0,0.0,2230.439984,0.0,0.0,2
1238.049848,1.0,45.65,2475.656139,0.083333,0.083333,2
7801.511533,1.0,231.4,4109.465221,0.1,0.1,2
1114.506863,1.0,602.07,0.0,1.0,0.0,1
1212.426549,1.0,265.22,0.0,0.166667,0.166667,1
210.870503,1.0,664.05,0.0,0.2,0.2,1
6493.033342,1.0,447.5,1664.47374,0.416667,0.416667,2
3106.036183,1.0,2128.56,2346.894867,0.916667,0.416667,0
909.560162,1.0,912.1,752.060162,0.25,0.25,1
3633.533005,1.0,383.2,49.167984,0.083333,0.083333,2
86.650277,0.727273,910.51,0.0,0.583333,0.0,1
86.547135,0.818182,789.45,0.0,0.416667,0.416667,1
144.513072,0.727273,758.5,0.0,0.666667,0.0,1
1182.324933,1.0,0.0,258.13761,0.0,0.0,2
32.821775,1.0,644.99,0.0,1.0,0.0,1
1.365808,0.142857,60.0,0.0,0.142857,0.142857,1
119.604008,1.0,1068.28,0.0,1.0,0.0,1
134.238558,1.0,420.0,0.0,0.583333,0.083333,1
128.48978,1.0,462.86,0.0,1.0,0.0,1
749.168331,0.777778,164.9,1806.070919,0.111111,0.111111,1
1544.585361,1.0,0.0,549.062884,0.0,0.0,2
172.131105,1.0,1666.95,0.0,1.0,0.0,1
266.475852,0.272727,0.0,1560.735908,0.0,0.0,1
549.915249,1.0,1556.66,0.0,1.0,1.0,0
0.0,0.0,1090.69,0.0,0.5,0.166667,1
8559.236795,1.0,170.0,3260.296078,0.083333,0.083333,2
6810.401782,1.0,635.76,3863.40531,0.916667,0.083333,2
2917.656276,1.0,141.81,2431.292076,0.166667,0.166667,2
542.807485,1.0,220.62,0.0,0.166667,0.166667,1
2362.643772,1.0,2826.99,0.0,1.0,0.75,0
4164.796859,1.0,784.63,0.0,0.454545,0.454545,2
1304.460033,1.0,0.0,78.763096,0.0,0.0,2
1601.692049,1.0,61.46,0.0,0.25,0.0,2
4556.537803,0.909091,1450.0,2260.73569,0.090909,0.090909,2
751.398349,1.0,1977.5,611.974158,0.833333,0.5,0
1510.111755,1.0,1895.25,0.0,1.0,0.166667,1
3490.855736,1.0,1039.48,4200.991254,0.083333,0.083333,2
6384.360491,1.0,1856.84,2144.180453,0.333333,0.333333,2
1327.653853,1.0,20.9,0.0,0.083333,0.083333,2
9226.646604,1.0,671.31,6171.934509,0.5,0.5,2
3441.516174,1.0,358.68,0.0,1.0,0.0,1
1117.34082,1.0,474.96,0.0,1.0,0.0,1
1828.62196,1.0,0.0,689.185829,0.0,0.0,2
3011.469977,1.0,582.28,3325.302419,1.0,0.0,2
99.680638,0.818182,0.0,437.399211,0.0,0.0,1
1517.559661,1.0,0.0,456.396077,0.0,0.0,2
101.025128,0.454545,0.0,1846.252071,0.0,0.0,1
12.737355,0.909091,152.73,0.0,0.75,0.0,1
1135.816377,1.0,520.24,0.0,0.583333,0.583333,0
24.1725,0.727273,270.0,0.0,0.818182,0.0,1
763.696095,1.0,1229.42,0.0,1.0,1.0,0
8073.909084,1.0,0.0,3860.699586,0.0,0.0,2
745.157677,1.0,485.17,0.0,0.166667,0.166667,1
32.915398,0.727273,192.99,0.0,0.333333,0.083333,1
8198.627284,1.0,0.0,2909.753084,0.0,0.0,2
623.955961,0.818182,0.0,2119.702403,0.0,0.0,2
2123.483416,1.0,2453.18,0.0,0.583333,0.5,0
939.348677,1.0,50.0,0.0,0.083333,0.083333,2
1372.486104,1.0,3005.25,315.120089,1.0,0.833333,0
123.05867,1.0,151.92,0.0,1.0,0.0,1
72.794263,1.0,227.64,0.0,1.0,0.0,1
2376.965338,1.0,0.0,1321.906162,0.0,0.0,2
57.257195,0.818182,472.5,0.0,0.75,0.75,0
7499.658084,1.0,160.0,3603.787202,0.166667,0.166667,2
1564.3964,0.727273,1330.0,1906.43522,0.416667,0.0,1
4644.779013,1.0,4820.68,0.0,0.833333,0.75,0
7418.314012,1.0,901.62,0.0,0.333333,0.166667,2
6001.428376,1.0,0.0,2404.829712,0.0,0.0,2
1127.139413,1.0,185.0,737.622804,0.166667,0.166667,2
41.217844,0.363636,221.48,0.0,0.25,0.25,1
1565.577135,1.0,0.0,2676.476175,0.0,0.0,2
5459.785308,1.0,262.0,4212.521736,0.75,0.0,2
166.295463,0.909091,449.26,7894.578816,1.0,1.0,0
19.294559,1.0,283.8,0.0,0.666667,0.0,1
2478.086158,0.727273,531.48,6394.923585,0.333333,0.0,2
5425.936219,1.0,209.9,8223.638112,0.5,0.0,2
5239.381493,0.625,0.0,9798.167329,0.0,0.0,2
142.278809,0.909091,164.68,0.0,0.833333,0.083333,1
4192.143919,1.0,450.0,2480.749691,0.083333,0.083333,2
2711.995096,1.0,600.0,5352.991545,0.833333,0.833333,0
432.793131,1.0,540.13,0.0,0.666667,0.166667,1
127.808682,1.0,2802.08,0.0,1.0,1.0,0
374.276019,1.0,3589.05,0.0,1.0,0.833333,0
20.758677,0.818182,548.01,0.0,0.666667,0.0,1
2061.835735,1.0,0.0,4320.771337,0.0,0.0,2
1744.956833,1.0,0.0,198.295367,0.0,0.0,2
2241.092286,0.909091,1260.0,2992.621714,0.333333,0.0,2
2857.598022,0.636364,0.0,5423.546535,0.0,0.0,2
1530.725391,1.0,0.0,59.670168,0.0,0.0,2
337.478135,1.0,0.0,1620.674351,0.0,0.0,2
5145.092629,1.0,1975.72,11834.20581,0.833333,0.333333,2
4659.388091,1.0,1754.19,1248.153277,1.0,0.5,0
2416.555714,1.0,2266.01,0.0,0.916667,0.75,0
1467.212481,0.636364,107.0,5203.612362,0.083333,0.083333,2
1555.053764,1.0,168.0,0.0,0.333333,0.0,1
127.062095,0.818182,453.3,0.0,0.583333,0.416667,1
259.623619,1.0,377.79,0.0,0.666667,0.25,1
28.445432,0.545455,166.2,0.0,0.25,0.25,1
0.01968,0.090909,188.02,0.0,0.5,0.0,1
1258.769693,1.0,142.0,0.0,0.166667,0.083333,2
2865.386926,1.0,0.0,965.180677,0.0,0.0,2
276.446975,1.0,1429.39,0.0,1.0,0.083333,1
2878.528369,1.0,0.0,1563.518213,0.0,0.0,2
499.409588,1.0,6636.91,109.211535,1.0,0.583333,0
2489.057383,1.0,0.0,1668.403386,0.0,0.0,2
44.463463,0.545455,154.86,0.0,0.416667,0.0,1
201.463946,1.0,2364.85,0.0,1.0,1.0,0
2508.850418,1.0,0.0,58.981572,0.0,0.0,2
35.942931,0.818182,425.67,0.0,0.333333,0.083333,1
440.186713,1.0,985.2,1055.502083,0.916667,0.25,1
783.550476,0.777778,175.8,2052.878473,0.444444,0.444444,1
511.569448,0.727273,2938.32,0.0,0.666667,0.5,0
5901.592192,1.0,1704.95,0.0,0.583333,0.25,2
210.618047,1.0,290.0,0.0,0.833333,0.0,1
168.473316,0.454545,0.0,866.594079,0.0,0.0,1
1136.796512,1.0,869.38,0.0,1.0,1.0,0
738.956988,1.0,0.0,1561.133958,0.0,0.0,2
858.180885,0.909091,3034.74,418.127352,1.0,0.833333,0
2065.035103,1.0,1462.6,0.0,0.583333,0.333333,1
16.052971,0.545455,127.0,0.0,0.166667,0.166667,1
2263.795064,0.875,320.0,4510.237702,0.5,0.5,2
1527.905897,1.0,0.0,2918.216386,0.0,0.0,2
5266.121863,1.0,9030.08,0.0,0.916667,0.25,0
6804.186841,1.0,640.03,1898.318709,0.416667,0.416667,2
2836.605817,1.0,0.0,2025.02275,0.0,0.0,2
21.328087,0.545455,512.35,0.0,1.0,0.0,1
259.15982,1.0,1971.9,19.395458,0.833333,0.5,0
414.196362,0.909091,794.53,0.0,0.090909,0.090909,1
141.781912,0.545455,1401.4,0.0,1.0,0.0,1
30.530541,0.363636,360.1,0.0,0.333333,0.083333,1
1198.763306,1.0,0.0,57.645727,0.0,0.0,2
6187.219303,1.0,2029.03,5933.125159,0.916667,0.416667,2
45.625764,0.545455,0.0,385.950518,0.0,0.0,1
358.011796,0.545455,0.0,1795.200197,0.0,0.0,1
810.52348,0.727273,985.33,0.0,0.416667,0.166667,1
2910.425009,1.0,0.0,2121.504999,0.0,0.0,2
6784.258276,1.0,12.64,4516.162598,0.083333,0.0,2
229.295689,1.0,2099.89,0.0,1.0,1.0,0
1465.716156,1.0,555.71,1304.049707,1.0,0.166667,1
2315.997841,1.0,3643.93,780.459161,0.916667,0.583333,0
4202.1695,1.0,462.0,4776.10477,0.166667,0.166667,2
2085.013555,1.0,198.27,0.0,0.166667,0.166667,2
51.794504,1.0,800.11,92.971171,1.0,0.166667,1
13.363762,0.428571,238.9,0.0,0.857143,0.0,1
1141.349418,1.0,6003.86,0.0,1.0,0.916667,0
766.261051,1.0,1462.73,0.0,0.666667,0.5,0
155.566852,1.0,1303.78,0.0,0.916667,0.25,1
1168.692032,1.0,0.0,1027.967584,0.0,0.0,2
78.027358,0.454545,377.07,367.672276,0.25,0.25,1
6671.450524,1.0,369.52,2578.596448,0.583333,0.583333,2
3057.553683,1.0,0.0,2037.648071,0.0,0.0,2
343.003474,1.0,3429.49,0.0,1.0,1.0,0
4360.245187,1.0,703.23,0.0,1.0,1.0,0
2900.668727,1.0,3056.73,0.0,1.0,0.25,0
3569.826878,1.0,3056.06,0.0,1.0,1.0,0
3412.603461,1.0,3790.29,1384.954139,1.0,0.75,0
1519.396916,1.0,0.0,1825.201472,0.0,0.0,2
1388.825312,1.0,974.42,1563.646228,1.0,1.0,0
12.313357,0.636364,107.41,0.0,0.5,0.0,1
300.140362,1.0,2366.36,0.0,1.0,0.166667,1
267.88449,0.454545,129.0,2496.787814,0.083333,0.083333,1
